State,Location,Address,City,Facility,Hours,Phone Number,Eligibility,Link
Florida,CVS Health COVID-19 Testing Site,1000 East Tarpon Ave,Tarpon Springs,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,Premiere Medical Associates,1580 Santa Barbara Blvd,The Villages,Drive-thru,,352-259-2159,,
Florida,CVS Health COVID-19 Testing Site,5208 East CR 466,The Villages,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,The Villages Polo Club,703 N Buena Vista Blvd,The Villages,Drive-thru,,,,https://ufhealthcovid.com/
Florida,Titusville Clinic,611 N. Singleton Ave,Titusville,Drive-thru,,321-454-7141,call for pre-screen if symptomatic,http://brevard.floridahealth.gov/newsroom/2020/05/expanded-covid-19-testing-locations.html
Florida,CVS Health COVID-19 Testing Site,5 Garden Street,Titusville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CVS Health COVID-19 Testing Site,1010 Bloomingdale Avenue,Valrico,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CVS Health COVID-19 Testing Site,215 Jacaranda Boulevard,Venice,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CVS Health COVID-19 Testing Site,4090 South Tamiami Trail,Venice,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,Cleveland Clinic (Indian River Hospital Employee Parking Lot),1000 36th Street,Vero Beach,Drive-thru,9-5,772-226-4846,call for pre-screen; must meet testing criteria - https://s33330.pcdn.co/wp-content/uploads/2020/03/Clinical_Guidance_Chart_3-15-20_Final-1.pdf,https://www.indianrivermedicalcenter.com/new-coronavirus-covid-19-updates/
Florida,CVS Health COVID-19 Testing Site,1706 U.S. Highway 1,Vero Beach,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,Viera Clinic,2555 Judge Fran Jamieson Way,Viera,Drive-thru,,321-454-7141,call for pre-screen if symptomatic,https://www.floridatoday.com/story/news/2020/04/08/coronavirus-brevard-county-testing-fdoh-expands-drive-thru-test-requirements/2967909001/
Florida,CVS Health COVID-19 Testing Site,301 South 6th Avenue,Wauchula,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CVS Health COVID-19 Testing Site,9204 Cortez Boulevard,Weeki Wachee,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CareSpot,"129 S. State Rd. 7, Suite 401",Wellington/Royal Palm Beach,Clinic,Everyday 8AM—8PM,561-220-1857,Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/
Florida,Ballpark of the Palm Beaches,5444 Haverhill Road,West Palm Beach,Drive-thru,,561-642-1000,call first for pre-screen,
Florida,"FoundCare, Inc",2330 South Congress Avenue,West Palm Beach,Drive-thru,W 9am - 2pm,561.967.0365.,"call for screening; first responders, healthcare workers, and over 65 prioritized",https://foundcare.org/news/224-foundcare-sets-up-county-s-first-free-drive-through-testing-site-for-covid-19-virus
Florida,MD Now Urgent Care,2606 S Dixie Hwy.,West Palm Beach,Clinic,Mon—Sat 8AM—4PM,954-737-4351,,https://www.mymdnow.com/covid-19/coronavirus/
Florida,CVS Health COVID-19 Testing Site,6800 South Dixie Highway,West Palm Beach,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CVS Health COVID-19 Testing Site,245 South Military Trail,West Palm Beach,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,Krupa Center,3250 Meridian Pkwy,Weston,Drive-thru,8am to 5pm,954-659-5951,Appt only,https://www.broward.org/CoronaVirus/Pages/Collection-Sites.aspx
Florida,CVS Health COVID-19 Testing Site,435 East Noble Avenue,Williston,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,West Orange Park,150 Windermere Road,Winter Garden,Drive-thru,,407-723-5004,appt,https://www.floridadisaster.org/covid19/testing-sites/
Florida,CVS Health COVID-19 Testing Site,970 Cypress Gardens Boulevard SE,Winter Haven,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CVS Health COVID-19 Testing Site,7009 Cypress Gardens Boulevard,Winter Haven,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CareNow Urgent Care,7460 University Blvd,Winter Park,Clinic,Mon—Fri 8AM—5PM; Sat-Sun 8AM—1PM,(407) 410-8945,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Florida,CVS Health COVID-19 Testing Site,2527 Aloma Avenue,Winter Park,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CVS Health COVID-19 Testing Site,1510 Semoran Boulevard,Winter Park,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CVS Health COVID-19 Testing Site,839 North Orlando Avenue,Winter Park,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,CareSpot,5355 Red Bug Lake Road,Winter Springs,Clinic,Daily 8AM—8PM,321-338-1320,Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
Florida,CVS Health COVID-19 Testing Site,5650 Red Bug Lake Road,Winter Springs,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
District of Columbia,FEMS Engine 10,"1342 Florida Avenue, NE",Washington,Walk-up,,,coronavirus.dc.gov/register,https://coronavirus.dc.gov/testing
Florida,CVS Health COVID-19 Testing Site,36440 State Road 54,Zephyhills West,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Florida,Broward Health,Call for details,,Drive-thru,,954-320-5730,Appt only,https://www.browardhealth.org/news/news-articles/040820-central-broward-covid-testing-site
Georgia,Decatur Armory,3736 Durham Park Road,Acworth,Drive-thru,daily 9-1,706-721-1852,call for screening,https://www.cbs46.com/news/new-drive-thru-covid-19-testing-locations-opening-in-atlanta-today/article_6d21281c-856b-11ea-b6f3-5b77b43d5456.html
Georgia,Peachtree Immediate Care,3540 North Cobb Pkwy NW,Acworth,Drive-thru,M-F 9-6; SaSu 9-5,770-974-3911,pre register on site,https://www.peachtreemed.com/reg2/
Georgia,CVS Health COVID-19 Testing Site,4595 Highway 92,Acworth,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,609 North Westover Boulevard,Albany,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,National Guard,Albany Civic Center,Albany,Drive-thru,daily 2-6,,,https://gema.georgia.gov/covid-19-testing-info
Georgia,Peachtree Immediate Care,10905 Haynes Bridge Rd,Alpharetta,Drive-thru,M-F 9-6; SaSu 9-5,770-343-9898,pre register on site,https://www.peachtreemed.com/reg2/
Georgia,North Atlanta Primary Care,"3400-C Old Milton Parkway, Suite 270",Alpharetta,Clinic,Mon—Fri 7:30AM—5PM,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,Life Hope,4350 N Point Pkwy,Alpharetta,Drive-thru,M-F 9-5,877-262-1003,,https://www.lifehope.com/
Georgia,CVS Health COVID-19 Testing Site,9920 Jones Bridge Road,Alpharetta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,10710 State Bridge Rd,Alpharetta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Peachtree Immediate Care,1480 Baxter Street,Athens,Drive-thru,M-F 9-6; SaSu 9-5,706-543-0228,pre register on site,https://www.peachtreemed.com/reg2/
Georgia,CVS Health COVID-19 Testing Site,395 North Avenue,Athens,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,3595 Atlanta Highway,Athens,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,795 Oglethorpe Avenue,Athens,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Emory Healthcare,6 Executive Park Drive NE,Atlanta,Drive-thru,M - F 8am - 7pm SS 8am - 5pm,404-712-6843,call to register,https://www.emoryhealthcare.org/covid/symptom-checker.html
Georgia,Urgent Care 24/7 Centennial Park,"285 Centennial Olympic Park Drive NW, CU-2A",Atlanta,Clinic,24/7,404-721-0444,,https://www.urgentcare247atlanta.com/
Georgia,Highland Urgent Care,920 Ponce de Leon Ave NE,Atlanta,Clinic,Mon—Fri 9AM—5PM,404-815-1957,,https://www.hucfm.com/
Georgia,Georgia State University Stadium,33 Gilmer Street SE,Atlanta,Drive-thru,8-12 daily,706-721-1852,call for screening,https://www.fultoncountyga.gov/covid-19/covid-testing-sites
Georgia,Greenbriar Mall,2841 Greenbriar Parkway SW,Atlanta,Drive-thru,daily 10-2,706-721-1852,call for screening,https://www.fultoncountyga.gov/covid-19/covid-testing-sites
Georgia,CVS Health COVID-19 Testing Site,2429 Martin Luther King Jr. Drive,Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,2555 Bolton Road,Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,3815 Clairmont Road,Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,680 Ponce de Leon Avenue NE,Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,895 Ralph David Abernathy Boulevard,Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,AllCare,3867 Roswell Rd NE,Atlanta,Drive-thru,M-F 5p-6p; Sa-Su 1-2,,telemedicine pre-screen,https://allcarefamilymed.com/coronavirus
Georgia,CVS Health COVID-19 Testing Site,1455 Moreland Avenue,Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1610 Mount Vernon Road Suite 100,Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,"2237 Cascade Road, SW",Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,"2350 Cheshire Bridge Road, NE",Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,3221 Peachtree Road NE,Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,3435 Ashford Dunwoody Road NE,Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,439 North Highland Avenue,Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site – Georgia Tech,"North Ave NW, North Campus Parking Deck",Atlanta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,McGhee Tennis Center,820 Beecher Court SW,Atlanta,Walk-thru,Daily 10AM—4PM,,,http://fultoncountyboh.org/boh/index.php/component/content/article/94-events/489-fcboh-conducts-covid-19-testing-at-mcghee-tennis-center-may-4
Georgia,North Atlanta Primary Care,1110 West Peachtree Street NW,Atlanta/Midtown,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,North Atlanta Primary Care,1150 Hammond Drive,Atlanta/Sandy Springs,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,North Atlanta Primary Care,3200 Downwood Circle,Atlanta/West Paces,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,CVS Health COVID-19 Testing Site,1685 Atlanta Highway NW,Auburn,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,MedNow Urgent Care,2604 Peach Orchard Road,Augusta,Clinic,M/F 8:30am - 6pm; Tu/Th 8:30am - 7pm; Sat 9am - 1pm,706-798-4673,,https://www.mednowurgentcare.net/
Georgia,MedNow Urgent Care,2851 Washington Road,Augusta,Clinic,M-F 8am - 10pm; S/S 10am - 10pm,706-922-6578,,https://www.mednowurgentcare.net/
Georgia,MedNow Urgent Care,2030 Walton Way,Augusta,Clinic,M-F 8:30am - 6pm,706-955-7527,,https://www.mednowurgentcare.net/
Georgia,CVS Health COVID-19 Testing Site,1520 Walton Way,Augusta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,2559 Windsor Spring Road,Augusta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,2703 Washington Road,Augusta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,3231 Wrightsboro Road,Augusta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Peachtree Immediate Care,1850 East West Connector,Austell,Drive-thru,M-F 9-6; SaSu 9-5,770-988-5824,pre register on site,https://www.peachtreemed.com/reg2/
Georgia,CVS Health COVID-19 Testing Site,800 East West Connector SW,Austell,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,817 East Shotwell Street,Bainbridge,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,19 East Parker Street,Baxley,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Braselton Urgent Care,"2620 Old Winder Highway, Ste 300",Braselton,Clinic,Mon—Fri 8AM—8PM; Sat—Sun 9AM—5PM,678-821-2401,call before visiting; wear a mask,https://www.braseltonurgentcare.com/covid-19-testing-in-braselton-ga/
Georgia,North Atlanta Primary Care,"1255 Friendship Rd., Suite 130",Braselton,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,Higgins General Hospital,200 Allen Memorial Drive,Bremen,Hospital,,770-812-2000,Must have symptoms and either be admitted or part of a high-risk population,https://www.tanner.org/patients-and-visitors/patient-services/covid-19-testing
Georgia,Peachtree Immediate Care,4400 Peachtree Road NE,Brookhaven,Drive-thru,M-F 9-6; SaSu 9-5,404-814-9199,pre register on site,https://www.peachtreemed.com/reg2/
Georgia,CVS Health COVID-19 Testing Site,5421 New Jesup Highway,Brunswick,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,North Atlanta Primary Care,4700 Nelson Brogdon Blvd.,Buford,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,CVS Health COVID-19 Testing Site,1950 Buford Highway,Buford,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,402 North Wall,Calhoun,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,3785 Sixes Road,Canton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,6120 Hickory Flat Highway,Canton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Tanner Medical Center,705 Dixie Street,Carrollton,Hospital,,770-812-9666,Must have symptoms and either be admitted or part of a high-risk population,https://www.tanner.org/patients-and-visitors/patient-services/covid-19-testing
Georgia,CVS Health COVID-19 Testing Site,2125 Maple Street,Carrollton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,13 North Tennessee Street,Cartersville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Georgia Department of Public Health’s West Central Health District,2100 Comer Ave.,Columbus,Drive-thru,9 a.m. to 4 p.m.,855-962-0955,,https://westcentralhealthdistrict.com/counties/columbus/
Georgia,CVS Health COVID-19 Testing Site,3127 Macon Road,Columbus,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,4432 Miller Road,Columbus,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1622 S. Lumpkin Road,Columbus,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,4561 River Road,Columbus,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,214 East 16th Avenue,Cordele,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Walmart,250 Furniture Dr,Cornelia,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing
Georgia,CVS Health COVID-19 Testing Site,4192 Salem Road,Covington,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,North Atlanta Primary Care,1800 Northside Forsyth Dr.,Cumming,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,CVS Health COVID-19 Testing Site,4895 Post Road,Cumming,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,3027 Jim Moore Road,Dacula,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Physicians Care,1209 W Walnut Ave Suite 1,Dalton,Clinic,Mon—Fri 8AM—6PM; Sat—Sun 8AM—noon,706-459-3572,,https://www.urgentteam.com/coronavirus-covid-19/
Georgia,CVS Health COVID-19 Testing Site,2501 East Walnut Ave,Dalton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,2791 Cleveland Highway,Dalton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Peachtree Immediate Care,1829 Lawrenceville Highway,Decatur,Drive-thru,M-F 9-6; SaSu 9-5,404-292-8335,pre register on site,https://www.peachtreemed.com/reg2/
Georgia,CVS Health COVID-19 Testing Site,2586 Lawrenceville Highway,Decatur,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,3820 North Decatur Road,Decatur,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,225 West Ponce DeLeon Avenue,Decatur,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,2458 Candler Road,Decatur,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,2738 North Decatur Road,Decatur,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,912 West Ward Street,Douglas,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,6031 Fairburn Road,Douglasville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1025 Hillcrest Parkway,Dublin,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Walgreens,2325 Pleasant Hill Road,Duluth,Drive-thru,9am-5pm,,Appointment only – complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
Georgia,North Atlanta Primary Care,4800 Olde Towne Pkwy,East Cobb,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,CVS Health COVID-19 Testing Site,2907 Main Street,East Point,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,535 Oak Street,Eastman,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,232 Elbert Street,Elberton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,MedNow Urgent Care,104 N Belair Rd,Evans,Clinic,M-F 8:30am - 7pm,706-922-3NOW,,https://www.mednowurgentcare.net/
Georgia,CVS Health COVID-19 Testing Site,1044 Furys Ferry Road,Evans,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,5101 Washington Road,Evans,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,480 Glynn Street,Fayetteville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Walgreens,833 Forest Parkway,Forest Park,Drive-thru,9am-5pm,,No appointment needed. A valid ID is required. Bring insurance card if you have one.,
Georgia,Physicians Care,400 Battlefield Pkwy,Fort Oglethorpe,Clinic,Mon—Fri 8AM—7PM; Sat—Sun 8AM—noon,706-944-9018,,https://www.urgentteam.com/coronavirus-covid-19/
Georgia,CVS Health COVID-19 Testing Site,104 Vineville Street,Fort Valley,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Eastside Urgent Care,"2594 Loganville Hwy, Suite #101",Grayson,Clinic,Mon-Fri 9am-6pm,678-369-2790,,https://eastsideuc.com/
Georgia,CVS Health COVID-19 Testing Site,736 South Hill Street,Griffin,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,MedNow Urgent Care,Lewiston Road,Grovetown,Clinic,M-F 8am - 8pm; S/S 9am - 5pm,706-941-3333,,https://www.mednowurgentcare.net/
Georgia,CVS Health COVID-19 Testing Site,869 Horizon South Parkway,Grovetown,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,92 South Tallahassee Street,Hazelhurst,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Walmart,4335 Windsor Spring Rd,Hepzibah,Drive-thru,"Mon, Tues 10 a.m. - 3 p.m.",,,https://corporate.walmart.com/covid19testing
Georgia,CVS Health COVID-19 Testing Site,506 East 3rd Street,Jackson,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,266 East Church Street,Jasper,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,348 West Pine Street,Jesup,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Peachtree Immediate Care,2575 Peachtree Pkwy,Johns Creek,Drive-thru,M-F 9-6; SaSu 9-5,770-888-8777,pre register on site,https://www.peachtreemed.com/reg2/
Georgia,CVS Health COVID-19 Testing Site,10307 Tara Blvd,Jonesboro,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,8139 Tara Boulevard,Jonesboro,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Kennesaw State University,1000 Chastain Road NW,Kennesaw,Drive-thru,,706-721-1852,call for screening,
Georgia,CVS Health COVID-19 Testing Site,1402 Boone Street,Kingsland,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1597 Hogansville Rd.,LaGrange,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1802 Roanoke Road,LaGrange,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Eastside Urgent Care,"3330 Sugarloaf Parkway, Suite A",Lawrenceville,Clinic,Daily 9am-6pm,678-710-2727,,https://eastsideuc.com/
Georgia,North Atlanta Primary Care,771 Old Norcross Road,Lawrenceville,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,CVS Health COVID-19 Testing Site,2650 Cruse Road,Lawrenceville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,2935 Five Forks Trickum Road,Lawrenceville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,202 Grayson Highway,Lawrenceville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1187 Grayson Highway,Lawrenceville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,5710 Sugarloaf Parkway NW,Lawrenceville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1193 Highway 19 South,Leesburg,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,GCFC Health Services,5378 Lawrenceville hwy,Lilburn,Drive-thru,,470-480-5688,,
Georgia,Eastside Urgent Care,976 Killian Hill Road,Lilburn,Clinic,Daily 9am-6pm,770-752-4142,,https://eastsideuc.com/
Georgia,CVS Health COVID-19 Testing Site,5575 Lawrenceville Highway,Lilburn,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,815 Beaver Ruin Road,Lilburn,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Eastside Urgent Care,"3435 Highway 81, Suite 100",Loganville,Clinic,Mon-Fri 9am-6pm,678-882-7162,,https://eastsideuc.com/
Georgia,CVS Health COVID-19 Testing Site,1615 Forest Hill Road,Macon,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,4291 Mercer University Drive,Macon,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1544 Bass Road,Macon,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,4080 Bloomfield Road,Macon,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1271 Gray Highway,Macon,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Jim R Miller Park,2245 Callaway Rd SW,Marietta,Drive-thru,,(844) 442-2681,high risk individuals only; call for more info,https://www.cobbcounty.org/communications/news/statement-covid-19-testing-jim-r-miller-park
