State;Location;Address;City;Facility;Phone Number"
"Colorado;Columbine Family Practice;7335 South Pierce Street;Littleton;Clinic;(303) 979-7200"
"Colorado;OnPoint Urgent Care;9695 S. Yosemite Street, Suite 150;Lone Tree;Clinic;720-575-3574"
"Colorado;Burrows Internal Medicine;9218 Kimmer Dr. Ste 207;Lone Tree;Clinic;720-493-9006"
"Colorado;Salud Clinic;220 E. Rogers Rd.;Longmont;Drive-thru;(303) 697-2583"
"Colorado;NextCare Urgent Care;2144 Main St #8;Longmont;Drive-thru;303-772-0041"
"Colorado;Centennial Park;977 W 1st Street;Loveland;Drive-thru;"
"Colorado;River Valley Family Health Centers;1010 S. Rio Grande;Montrose;Clinic;970-497-3333"
"Colorado;Glenwood Medical Associates;820 Castle Valley Blvd, #210;New Castle;Drive-thru;970-984-0651"
"Colorado;UMC;1350 S. Aspen Street;Norwood;Clinic;970.327.4233"
"Colorado;River Valley Family Health Centers;308 Main Street;Olathe;Clinic;970-323-6141"
"Colorado;Valley-Wide Ordway;319 Main Street;Ordway;Clinic;719-589-3658 ext. 9"
"Colorado;Pagosa Spring Medical Center;95 S. Pagosa Blvd;Pagosa Springs;Clinic;970.731.3700"
"Colorado;Archuleta Integrated Health in Pagosa Springs;52 Village Dr;Pagosa Springs;Clinic;970-264-2104"
"Colorado;CareNow Urgent Care - Parker;11339 S Pikes Peak Dr;Parker;Clinic;(720) 588-4000"
"Colorado;Miramont Family Medicine;9251 Twenty Mile Road;Parker;Drive-thru;970-225-5000"
"Colorado;wikCare MD;4130 N Fwy Rd;Pueblo;Clinic;(719) 695-2273"
"Colorado;Colorado State Fairgrounds;1001 Beulah Ave;Pueblo;Drive-thru;719-583-4444"
"Colorado;Rangely District Hospital;225 Eagle Crest Drive;Rangely;Drive-thru;(970) 675-5011"
"Colorado;Rifle Integrated Health Center;195 West 14th Street, Building C;Rifle;Drive-thru;(970) 945-2840"
"Colorado;Rocky Ford Clinic;903 S 12th St;Rocky Ford;Clinic;719-589-3658 ext. 9"
"Colorado;The Touber Building at City Hall;448 E 1st St;Salida;Drive-thru;719-539-4510"
"Colorado;San Luis Health Center;233 Main St;San Luis;Clinic;719-589-3658 ext. 9"
"Colorado;Routt County Testing;522 Lincoln Avenue;Steamboat Springs;Clinic;970-870-5577"
"Colorado;YVMC Lab Via My Health Connection;1024 Central Park Drive;Steamboat Springs;Clinic;970.871.2350"
"Colorado;Steamboat Emergency Center;1600 Mid Valley Dr.;Steamboat Springs;Clinic;(970) 846-6230"
"Colorado;Steamboat Rapid Care with Memorial Regional Health;2201 Curve Plaza, Unit A-101;Steamboat Springs;Clinic;970-826-8440"
"Colorado;Rocky Mountain Internal Medicine;56441 E Colfax Ave;Strasburg;Clinic;303-337-5575"
"Colorado;Telluride Regional Medical Center;500 West Pacific Ave.;Telluride;Hospital;(970) 728-3848"
"Colorado;NextCare Urgent Care;9720 Grant St;Thornton;Drive-thru;(303) 756-3499"
"Colorado;AfterOurs Urgent Care;3212 East 104th Avenue;Thornton;Clinic;(303) 861-7878"
"Colorado;Walgreens;3905 East 104th Avenue;Thornton;Drive-thru;"
"Colorado;The Women's Health Group;9195 Grant Street;Thornton;Drive-thru;303-280-2229"
"Colorado;City of Thornton Infrastructure Maintenance Center;12450 Washington St;Thornton;Drive-thru;844-493-8255"
"Colorado;Vail Health;181 W. Meadow Drive;Vail;Clinic;(970) 479-7225"
"Colorado;Vail Health;108 South Frontage Road West. Suite 101;Vail;Clinic;(970) 926-6340"
"Colorado;Spanish Peaks Regional Health Center;23500 US-160;Walsenburg;Clinic;(719) 738-5100"
"Colorado;Custer County Medical Center;703 Edwards;Westcliffe;Drive-thru;719-783-2380"
"Colorado;Zip Clinic Urgent Care;5165 West 72nd Avenue;Westminster;Drive-thru;303-645-4770"
"Colorado;Advanced Urgent Care;9960 Wadsworth Pkwy. Ste 100;Westminster;Drive-thru;303-659-9700"
"Colorado;Rocky Mountain Urgent Care;6080 W. 92nd Avenue Suite 1000;Westminster;Drive-thru;720-961-2463"
"Colorado;JeffCo Family Health Services Center;7495 West 29th Avenue;Wheat Ridge;Drive-thru;"
"Colorado;Middle Park Health;47 Cooper Creek Way;Winter Park;Clinic;970-887-5839"
"Colorado;Woodland Park Middle School;600 E Kelley's;Woodland Park;Drive-thru;"
"Colorado;Charis Bible School;800 Gospel Truth Way;Woodland Park;Clinic;719-687-6416"
"Colorado;Wray Hospital and Clinic;1017 W 7th St;Wray;Hospital;(970) 332-4811"
"Colorado;KidsKare Point;South Parkside Drive;;Drive-thru;"
"Colorado;Teller County Public Health & Enviroment;;;Drive-thru;719-687-6416"
"Connecticut;DOCS Urgent Care;6 Stony Hill Rd.;Bethel;Clinic;(203)-301-8544"
"Connecticut;CVS Health COVID-19 Testing Site;7 Durant Avenue;Bethel;Drive-thru;"
"Connecticut;Stony Creek Urgent Care;6 Business Park Dr. Suite 302;Branford;Clinic;203.483.4580"
"Connecticut;Southwest Community Health Center;1020 Fairfield Avenue;Bridgeport;Clinic;(203) 330-6000"
"Connecticut;Southwest Community Health Center;1046 Fairfield Avenue;Bridgeport;Clinic;(203) 330-6000"
"Connecticut;Southwest Community Health Center;46 Albion Street;Bridgeport;Clinic;(203) 330-6000"
"Connecticut;Southwest Community Health Center;510 Clinton Avenue;Bridgeport;Clinic;(203) 330-6000"
"Connecticut;Southwest Community Health Center;968 Fairfield Avenue;Bridgeport;Clinic;(203) 330-6000"
"Connecticut;Southwest Community Health Center;762 Lindley Street;Bridgeport;Clinic;(203) 576-5131"
"Connecticut;AFC Urgent Care Bridgeport;161 Boston Ave;Bridgeport;Clinic;203-333-4400"
"Connecticut;DOCS Urgent Care;1677 E Main St;Bridgeport;Clinic;203-612-7929"
"Connecticut;AFC Urgent Care Bridgeport;4200 Main Street;Bridgeport;Clinic;203-916-5151"
"Connecticut;Bridgeport Hospital - Ahlbin Center;226 Mill Hill Ave;Bridgeport;Drive-thru;203-ASK-YNHH"
"Connecticut;Optimus Health Care;73 Frank St;Bridgeport;Drive-thru;203.683.3630"
"Connecticut;Bridgeport Hospital;267 Grant St;Bridgeport;Drive-thru;"
"Connecticut;St. Vincent’s Medical Center;2979 Main Street;Bridgeport;Drive-thru;"
"Connecticut;Physician One Urgent Care;576 Farmington Avenue;Bristol;Drive-thru;860.845.5763"
"Connecticut;Bristol Hospital;145 Queen St;Bristol;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;81 North Street;Bristol;Drive-thru;"
"Connecticut;Physician One Urgent Care;31 Old Rte 7;Brookfield;Drive-thru;203.885.0808"
"Connecticut;CVS Health COVID-19 Testing Site;292 Spielman Highway;Burlington;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;905 South Main Street;Cheshire;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;3514 Main Street;Coventry;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;72 Berlin Road;Cromwell;Drive-thru;"
"Connecticut;Community Health Center;8 Delay Street;Danbury;Clinic;475-241-0740"
"Connecticut;Community Health Care, Inc.;8 Delay Street;Danbury;Clinic;475.241.0740"
"Connecticut;Nuvance Health;24 Hospital Avenue;Danbury;Clinic;866-374-0007"
"Connecticut;CVS Health COVID-19 Testing Site;47 Lake Avenue Extension;Danbury;Drive-thru;"
"Connecticut;Danbury Hospital;95 Locust Ave.;Danbury;Drive-thru;"
"Connecticut;Westmed Medical Group;106 Noroton Avenue;Darien;Clinic;(203) 210-2890"
"Connecticut;Day Kimball Medical Group;1599 Upper Maple Street;Dayville;Drive-thru;(860) 928-6541"
"Connecticut;Killingly Intermediate School;1599 Upper Maple St.;Dayville;Drive-thru;"
"Connecticut;Griffin Hospital;130 Division Street;Derby;Drive-thru;203-437-6815"
"Connecticut;Physician One Urgent Care;78 Pershing Drive;Derby;Drive-thru;203.516.5307"
"Connecticut;CVS Health COVID-19 Testing Site;54 East High Street;East Hampton;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;16 Main Street;East Hartford;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;15 Chesterfield Road;East Lyme;Drive-thru;"
"Connecticut;Priority Urgent Care;105 West Road;Ellington;Clinic;(860) 454-0678"
"Connecticut;Physician One Urgent Care;55 Hazard Avenue;Enfield;Drive-thru;860.745.9911"
"Connecticut;CVS Health COVID-19 Testing Site;875 Enfield Street;Enfield;Drive-thru;"
"Connecticut;AFC Urgent Care Fairfield;1918 Black Rock Turnpike;Fairfield;Clinic;203.583.8400"
"Connecticut;CVS Health COVID-19 Testing Site;961 Black Rock Turnpike;Fairfield;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;1770 Kings Highway;Fairfield;Drive-thru;"
"Connecticut;UConn Health;263 Farmington Avenue;Farmington;Drive-thru;860-679-1869"
"Connecticut;ProHealth Physicians, Farmington;230 Farmington Ave.;Farmington;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;1657 Route 12;Gales Ferry;Drive-thru;"
"Connecticut;Go Health UC;2520 Main St.;Glastonbury;Clinic;(860) 968-0430"
"Connecticut;Physician One Urgent Care;2928 Main Street;Glastonbury;Drive-thru;860.657.8289"
"Connecticut;CVS Health COVID-19 Testing Site;2639 Main Street;Glastonbury;Drive-thru;"
"Connecticut;Westmed Medical Group;644 West Putnam Avenue;Greenwich;Clinic;(203) 210-2800"
"Connecticut;Greenwich Doctors;1 East Putnam Avenue Ground Level;Greenwich;Clinic;203-658-6051"
"Connecticut;Greenwich Hospital - lower level physician parking lot;5 Perryridge Road;Greenwich;Drive-thru;203-ASK-YNHH"
"Connecticut;Physician One Urgent Care;220 Route 12;Groton;Drive-thru;860-446-6137"
"Connecticut;CVS Health COVID-19 Testing Site;1057 Boston Post Road;Guilford;Drive-thru;"
"Connecticut;Physician One Urgent Care;2165 Dixwell Ave;Hamden;Drive-thru;203.248.2727"
"Connecticut;Community Health Center;76 New Britain Ave;Hartford;Clinic;475-241-0740"
"Connecticut;Community Health Care, Inc.;76 New Britain Ave;Hartford;Clinic;475.241.0740"
"Connecticut;CVS Health COVID-19 Testing Site;150 Washington Street;Hartford;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;479 Blue Hills Avenue;Hartford;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;690 Wethersfield Avenue;Hartford;Drive-thru;"
"Connecticut;Hartford Hospital - Education and Resource Center;560 Hudson Street;Hartford;Drive-thru;"
"Connecticut;Saint Francis Hospital - Gengras Building;1000 Asylum Street;Hartford;Drive-thru;"
"Connecticut;Go Health UC;244 Spencer St.;Manchester;Clinic;(860) 474-3963"
"Connecticut;Physician One Urgent Care;370 Middle Turnpike West;Manchester;Drive-thru;860.516.5070"
"Connecticut;Manchester Memorial Hospital;71 Haynes St.;Manchester;Drive-thru;860.646.1222"
"Connecticut;Manchester Hospital;71 Haynes St.;Manchester;Drive-thru;"
"Connecticut;Community Health Center;134 State Street;Meriden;Clinic;475-241-0740"
"Connecticut;Community Health Care, Inc.;134 State Street;Meriden;Clinic;475.241.0740"
"Connecticut;MidState Medical Center;435 Lewis Avenue;Meriden;Drive-thru;"
"Connecticut;Community Health Center;19 Grand St.;Middletown;Clinic;475-241-0740"
"Connecticut;Community Health Care, Inc.;675 Main Street;Middletown;Clinic;475.241.0740"
"Connecticut;ProHealth Physicians, Middletown;400 Saybrook Road;Middletown;Drive-thru;"
"Connecticut;Walgreens;10A Main Street;Middletown;Drive-thru;"
"Connecticut;Bridgeport Hospital Milford Campus;831 Boston Post Road;Milford;Drive-thru;833-ASK-YNHH"
"Connecticut;Community Health Center;85 Lafayette Street;New Britain;Clinic;475-241-0740"
"Connecticut;Community Health Care, Inc.;85 Lafayette Street;New Britain;Clinic;475.241.0740"
"Connecticut;Murphy Medical Associates;468 South Avenue;New Canaan;Drive-thru;(203) 658-6051"
"Connecticut;Fair Haven Community Health;374 Grand Avenue;New Haven;Clinic;(203) 777-7411"
"Connecticut;Yale Main Campus;150 Sargent Drive;New Haven;Drive-thru;1-833-275-9644"
"Connecticut;Cornell Scott - Hill Health Center;226 Dixwell Avenue;New Haven;;203-503-3000"
"Connecticut;Yale New Haven Hospital;20 York Street;New Haven;Clinic;203-688-4242"
"Connecticut;Yale New Haven Hospital;50 Sargent Drive;New Haven;Drive-thru;203-ASK-YNHH"
"Connecticut;CVS Health COVID-19 Testing Site – Gateway Community College;60 Sargent Drive;New Haven;Drive-thru;"
"Connecticut;Lawrence & Memorial Hospital - Parking lot A;365 Montauk Ave;New London;Drive-thru;203-ASK-YNHH"
"Connecticut;Community Health Center;1 Shaws Cove;New London;Clinic;475-241-0740"
"Connecticut;Community Health Care, Inc.;1 Shaws Cove;New London;Clinic;475.241.0740"
"Connecticut;Nuvance Health;21 Elm Street;New Milford;Clinic;800-350-1595"
"Connecticut;Premier Urgent Care;2909 Berlin TPK;Newington;Clinic;(860) 345-1143"
"Connecticut;Physician One Urgent Care;266 South Main Street;Newtown;Drive-thru;203.270.9000"
"Connecticut;Westmed Medical Group;40 Cross Street;Norwalk;Clinic;(203) 845-4800"
"Connecticut;Physician One Urgent Care;346 Main Ave.;Norwalk;Drive-thru;203.846.0005"
"Connecticut;Community Health Center;49 Day Street;Norwalk;Clinic;475-241-0740"
"Connecticut;Community Health Care, Inc.;49 Day Street;Norwalk;Clinic;475.241.0740"
"Connecticut;Norwalk Hospital;34 Maple St;Norwalk;Drive-thru;"
"Connecticut;Physician One Urgent Care;607 West Main Street;Norwich;Drive-thru;860.892.9000"
"Connecticut;Backus Hospital;326 Washington Street;Norwich;Drive-thru;"
"Connecticut;Stony Creek Urgent Care;236 Boston Post Rd.;Orange;Clinic;203.815.1054"
"Connecticut;Premier Urgent Care;278-2 Oxford Road;Oxford;Clinic;(203) 717-4353"
"Connecticut;CVS Health COVID-19 Testing Site;57 Providence Pike;Putnam;Drive-thru;"
"Connecticut;Physician One Urgent Care;10 South Street Suite101;Ridgefield;Drive-thru;203-431-4600"
"Connecticut;CVS Health COVID-19 Testing Site;323 Cromwell Avenue;Rocky Hill;Drive-thru;"
"Connecticut;AFC Urgent Care Shelton;389 Bridgeport Ave.;Shelton;Clinic;203.567.4171"
"Connecticut;Easterm Connecticut Health Network;2800 Tamarack Avenue, Suite 105;South Windsor;Clinic;860.533.4686"
"Connecticut;CVS Health COVID-19 Testing Site;525 Buckland Street;South Windsor;Drive-thru;"
"Connecticut;Physician One Urgent Care;900 Main Street South;Southbury;Drive-thru;203.262.1911"
"Connecticut;Johnson Memorial Hospital - Community Medical Education Center;201 Chestnut Hill Road;Stafford Springs;Drive-thru;"
"Connecticut;Westmed Medical Group;1281 East Main Street;Stamford;Clinic;(203) 325-4087"
"Connecticut;Murphy Medical Associates;460 Shippan Avenue;Stamford;Drive-thru;(203) 658-6051"
"Connecticut;Westhill High School;125 Roxbury Rd;Stamford;Drive-thru;1-883-508-8378"
"Connecticut;Stamford Health;32 Strawberry Hill Court;Stamford;Clinic;203-276-2222"
"Connecticut;Stamford Health;One Hospital Plaza;Stamford;Clinic;203-276-7777"
"Connecticut;Greenwich Doctors;30 Buxton Farms Road, Suite 220;Stamford;Clinic;203-658-6051"
"Connecticut;Firefly Specialized Pediatric Urgent Care;123 High Ridge Road;Stamford;Clinic;203-968-1900"
"Connecticut;Community Health Center;22 Fifth Street;Stamford;Clinic;475-241-0740"
"Connecticut;Community Health Care, Inc.;22 Fifth Street;Stamford;Clinic;475.241.0740"
"Connecticut;CVS Health COVID-19 Testing Site;1938 West Main Street;Stamford;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;229 Hope Street;Stamford;Drive-thru;"
"Connecticut;Murphy Medical Associates;1000 Main Street;Stratford;Drive-thru;(203) 658-6051"
"Connecticut;Greenwich Doctors;2900 Main Street Suite 1F;Stratford;Clinic;203-658-6051"
"Connecticut;Physician One Urgent Care;1040 Barnum Avenue;Stratford;Drive-thru;203.377.5733"
"Connecticut;CVS Health COVID-19 Testing Site;1 Hawley Lane;Stratford;Drive-thru;"
"Connecticut;Charlotte Hungerford Hospital;540 Litchfield Street;Torrington;Drive-thru;"
"Connecticut;CVS Health COVID-19 Testing Site;2005 Norwich - New London Turnpike;Uncasville;Drive-thru;"
"Connecticut;Priority Urgent Care;45 South Main Street;Unionville;Clinic;(860) 470-7710"
"Connecticut;Easterm Connecticut Health Network;31 Union Street;Vernon;Clinic;860.872.0501"
"Connecticut;Trinity Health;56 Franklin Street;Waterbury;Clinic;(203) 709-6000"
"Connecticut;Waterbury Hospital - Emergency Department;68 Robbins Street;Waterbury;Drive-thru;203-575-5250"
"Connecticut;Physician One Urgent Care;920 Wolcott St, Suite 19;Waterbury;Drive-thru;203.574.1200"
"Connecticut;Community Health Center;51 North Elm Street;Waterbury;Clinic;475-241-0740"
"Connecticut;Community Health Care, Inc.;51 North Elm Street;Waterbury;Clinic;475.241.0740"
"Connecticut;Saint Mary's Hospital - lower level of the Visitor's Garage;56 Franklin St;Waterbury;Drive-thru;"
"Connecticut;Go Health UC;336 N Main St, Suite A;West Hartford;Clinic;(860) 200-7701"
"Connecticut;Physician One Urgent Care;21 North Main Street, Suite B;West Hartford;Drive-thru;860.236.3911"
"Connecticut;CVS Health COVID-19 Testing Site;355 Campbell Avenue;West Haven;Drive-thru;"
"Connecticut;Westerly Hospital;25 Wells Street;Westerly;Clinic;401-596-6000"
"Connecticut;Murphy Medical Associates;88 North Avenue;Westport;Drive-thru;(203) 658-6051"
"Connecticut;Kathy's Urgent Care;672 Silas Deane Highway;Wethersfield;Drive-thru;860-967-3600"
"Delaware;Project Baseline - Bear;;Bear;Drive-thru;"
"Delaware;St. Elizabeth Ann Seton Parish;345 Bear Christiana Rd;Bear;Drive-thru;"
"Delaware;Bayhealth;640 S State St;Dover;Drive-thru;"
"Delaware;Doctors Pathology Services;1253 College Park Dr.;Dover;Drive-thru;"
"Delaware;C.A.R.E. Medical Center;4601 South DuPont Highway, Lockmeath Plaza, Suite 2;Dover;Clinic;(302) 698.1100"
"Delaware;Hosmane Urology;1408 Savannah Rd;Lewes;Drive-thru;"
"Delaware;Hosmane Urology;1408 Savannah Road;Lewes;Drive-thru;"
"Delaware;C.A.R.E. Medical Center;16337 Coastal Hwy.;Lewes;Clinic;(302) 698.1100"
"Delaware;Project Baseline - Millsboro;;Millsboro;Drive-thru;"
"Delaware;Mariner Middle School;16391 Harbeson Rd;Milton;Drive-thru;302-645-3200"
"Delaware;Go Health UC;2600 Glasgow Avenue;Newark;Clinic;(302) 273-1317"
"Delaware;Go Health UC;200 Hygeia Drive;Newark;Clinic;(302) 273-1701"
"Delaware;MedExpress;1 Chestnut Hill Plaza;Newark;Clinic;302-266-0930"
"Delaware;Newark Urgent Care;324 E. Main St;Newark;Clinic;302-738-4300"
"Delaware;Christiana Care;200 Hygeia Drive;Newark;Clinic;800-693-CARE"
"Delaware;Go Care Delaware;One Centurian Drive, Suite 106;Newark;Clinic;302-999-0003"
"Delaware;Nanticoke Memorial Hospital;801 Middleford Road;Seaford;Hospital;302-629-7946"
"Delaware;Go Health UC;100 South Main Street;Smyrna;Clinic;(302) 273-1163"
"Delaware;Project Baseline - Smyrna;;Smyrna;Drive-thru;"
"Delaware;Beebe Healthcare;;Sussex County;Drive-thru;302-645-3200"
"Delaware;Latin American Community Center;301 N Harrison Street;Wilmington;Clinic;302-320-6439"
"Delaware;Kingswood Community Center;2300 Bowers Street;Wilmington;Clinic;302-428-6586"
"Delaware;Chase Center on the Riverfront;815 Justison St;Wilmington;Drive-thru;"
"Delaware;Doctors Pathology Services;390 Mitch Rd;Wilmington;Drive-thru;"
"Delaware;Project Baseline - Wilmington;;Wilmington;Drive-thru;"
"Delaware;Saint Francis Healthcare;1072 Justison St;Wilmington;Drive-thru;"
"Delaware;Walgreens;536 Main St.;Wilmington;Drive-thru;"
"Delaware;Go Care Delaware;2700 Silverside Road;Wilmington;Clinic;302-225-6868"
"Delaware;Wilmington VA Medical Center;1601 Kirkwood Highway;Wilmington;Clinic;302-994-2511"
"Florida;CareSpot;8756 W. Boynton Beach Blvd., Suite 150;Boynton Beach;Clinic;561-221-6984"
"Florida;CVS Health COVID-19 Testing Site;301 North Federal Highway;Boynton Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4302 Cortez Road W;Bradenton;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;520 1st Street West;Bradenton;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;715 Brandon Boulevard;Brandon;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;12990 Cortez Boulevard;Brooksville;Drive-thru;"
"Florida;Cantonment Pediatrics;470 South Highway 29;Cantonment;Drive-thru;(850) 746-2684"
"Florida;CVS Health COVID-19 Testing Site;4700 NW 183rd Street;Carol City;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2137 North Young Boulevard;Chiefland;Drive-thru;"
"Florida;Community Health Centers of Pinellas;707 East Druid Road;Clearwater;Drive-thru;727-824-8181"
"Florida;CVS Health COVID-19 Testing Site;1899 North Highland Avenue;Clearwater;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1 South Missouri Avenue;Clearwater;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;30387 US Highway 19 North;Clearwater;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4000 East Bay Drive;Clearwater;Drive-thru;"
"Florida;Florida Community Health Centers;315 South W.C. Owen Avenue;Clewiston;Drive-thru;(863) 983-7813"
"Florida;CVS Health COVID-19 Testing Site;4292 North Atlantic Avenue;Cocoa Beach;Drive-thru;"
"Florida;CareSpot;4450 N. State Road, Suite 1;Coconut Creek;Clinic;954-914-7321"
"Florida;CVS Health COVID-19 Testing Site;4701 South Flamingo Road;Cooper City;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5695 SW 8th St;Coral Gables;Drive-thru;"
"Florida;CareSpot;1205 N. University Drive;Coral Springs;Clinic;954-914-7242"
"Florida;Doris Ison Health Center;10300 SW 216th St.;Cutler Bay;Drive-thru;305-252-4820"
"Florida;Posner Park;1300 Posner Blvd;Davenport;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4610 South University Drive;Davie;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;101 South Ridgewood Avenue;Daytona Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3422 So. Atlantic Ave;Daytona Beach Shores;Drive-thru;"
"Florida;Daytona Racing and Card Club;960 S. Williamson Blvd.;Daytona Beach,;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1806 West Hillsboro Boulevard;Deerfield Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2 South Federal Highway;Deerfield Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2497 South Woodland Boulevard;Deland;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;901 North Woodland Boulevard;Deland;Drive-thru;"
"Florida;South County Civic Center;16700 Jog Road;Delray Beach;Drive-thru;561-804-0250"
"Florida;CVS Health COVID-19 Testing Site;1690 South Federal Highway;Delray Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2187 Howland Boulevard;Deltona;Drive-thru;"
"Florida;Deltona Plaza;1200 Deltona Blvd;Deltona;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;10701 NW 41st Street;Doral;Drive-thru;"
"Florida;Walmart;8651 NW 13th Ter;Doral;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2175 Main Street;Dunedin;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;11582 North Williams Street #5;Dunnellon;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;238 US Highway 17;E. Palatka;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1760 South McCall Road;Englewood;Drive-thru;"
"Florida;Holiday Park;1150 G. Harold Martin Drive;Fort Lauderdale;Drive-thru;(800) 209-7919"
"Florida;MD Now Urgent Care;195 N Federal Hwy;Fort Lauderdale;Clinic;954-245-0114"
"Florida;Urban League of Broward County;560 NW 27th Ave.;Fort Lauderdale;Walk-thru;954-412-7300"
"Florida;CVS Health COVID-19 Testing Site;2150 East Commercial Boulevard;Fort Lauderdale;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1700 South Federal Highway;Fort Lauderdale;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3501 West Davie Boulevard;Fort Lauderdale;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2403 Cleveland Avenue;Fort Myers;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4710 Palm Beach Boulevard;Fort Myers;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5990 South Pointe Boulevard;Fort Myers;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;13400 South Cleveland Avenue;Fort Myers;Drive-thru;"
"Florida;Lee Convenient Care;4771 S Cleveland Avenue;Fort Myers;Drive-thru;"
"Florida;Walmart;4770 Colonial Blvd;Fort Myers;Drive-thru;"
"Florida;Florida Community Health Centers;2402 Frist Blvd., Suite 202;Fort Pierce;Drive-thru;(772) 461-1402"
"Florida;CVS Health COVID-19 Testing Site;2220 South US Highway 1;Fort Pierce;Drive-thru;"
"Florida;CareNow Urgent Care;5550 S. US Hwy 1;Ft. Pierce;Clinic;(772) 460-9227"
"Florida;CVS Health COVID-19 Testing Site;1891 North US Highway 1;Ft. Pierce;Drive-thru;"
"Florida;CareSpot;3925 NW 43rd Street;Gainesville;Clinic;352-614-0510"
"Florida;CareSpot;3581 SW Archer Road, Suite 40;Gainesville;Clinic;352-614-0608"
"Florida;CVS Health COVID-19 Testing Site;4145 NW 53rd Street;Gainesville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3404 S.W. Archer Road;Gainesville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;901 North Main Street;Gainesville;Drive-thru;"
"Florida;MD Now Urgent Care;415 E Hallandale Beach Blvd;Hallandale Beach;Clinic;954-737-4483"
"Florida;Larkin Community Hospital Palm Springs Campus;1475 W. 49th St.;Hialeah;Drive-thru;305-830-0790"
"Florida;Care Spot Urgent Care;18706 NW 67th Ave;Hialeah;Clinic;786-563-0280"
"Florida;CVS Health COVID-19 Testing Site;1230 West 29th Street;Hialeah;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3395 West 68th Street;Hialeah;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;802 East 25th Street;Hialeah;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;855 East 8th Avenue;Hialeah;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1525 West 49th Street;Hialeah;Drive-thru;"
"Florida;Walmart;9300 NW 77th Ave;Hialeah;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;8800 S.E. Bridge Road;Hobe Sound;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1600 S. Federal Highway;Hollywood;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3440 Hollywood Blvd.;Hollywood;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;611 Manatee Avenue West;Holmes Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2780 NE 8th Street;Homestead;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3959 South Suncoast Boulevard;Homosassa;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;13839 Little Road;Hudson;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;12015 Little Road;Hudson;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;100 North Miramar Avenue;Indialantic;Drive-thru;"
"Florida;Florida Community Health Centers;15858 S.W. Warfield Blvd.;Indiantown;Drive-thru;(772) 597-3596"
