Eligibility,Link
,https://www.westmedgroup.com/westmed-medical-group-now-offering-antibody-testing/
,https://coronatestct.com/
,https://www.stamfordpublicschools.org/westhill-high-school/news/westhill-high-school-covid-19-testing-site-operated-%C2%A0stamford-department
,https://www.stamfordhealth.org/healthflash-blog/infectious-disease/types-of-covid-19-tests-explained/
,https://www.stamfordhealth.org/healthflash-blog/infectious-disease/types-of-covid-19-tests-explained/
,https://www.greenwichdocs.com/
,https://fireflyafterhours.com/all-services
,https://www.chc1.com/covid-19-testing/
,https://www.norwalkct.org/DocumentCenter/View/17579/CHC_COVIDTesting_Flyer_EngSpan_61920
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://coronatestct.com/
,https://www.greenwichdocs.com/
,https://physicianoneurgentcare.com/coronavirus2019
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://hartfordhealthcare.org/health-wellness/coronavirus/resources
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.priorityuc.com/covid-19-information
,
,https://www.trinityhealthofne.org/find-a-service-or-specialty/covid-19/furi-clinic
,https://www.waterburyhospital.org/coronavirus/#resources
,https://physicianoneurgentcare.com/coronavirus2019
,https://www.chc1.com/covid-19-testing/
,https://www.norwalkct.org/DocumentCenter/View/17579/CHC_COVIDTesting_Flyer_EngSpan_61920
,https://www.trinityhealthofne.org/body.cfm?id=4342&iirf_redirect=1
,https://www.gohealthuc.com/connecticut#center-locator
,https://physicianoneurgentcare.com/coronavirus2019
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx
,https://coronatestct.com/
,https://www.kathysurgentcare.com/
visit link for prescreen,
,https://coronavirus.delaware.gov/testing-events/map/?tribe__ecp_custom_5=Nasal
,
,https://coronavirus.delaware.gov/testing-events/map/?tribe__ecp_custom_5=Nasal
,https://www.camdenwalkin.com/home
,https://coronavirus.delaware.gov/testing-events/map/?tribe__ecp_custom_5=Nasal
,https://coronavirus.delaware.gov/testing-events/map/?tribe__ecp_custom_5=Nasal
,https://www.camdenwalkin.com/home
visit link for prescreen,https://www.projectbaseline.com/study/covid-19/#study-locations
,https://www.beebehealthcare.org/patients-visitors/screening-testing-treatment-beebe
,https://www.gohealthuc.com/delaware
,https://www.gohealthuc.com/delaware
,https://www.medexpress.com/location/de/newark/nwd/
,https://newarkurgentcare.org/
,https://expresscheckin.christianacare.org/testing
,http://gocaredelaware.com/
,https://www.nanticoke.org/charges/
,https://www.gohealthuc.com/delaware
visit link for prescreen,https://www.projectbaseline.com/study/covid-19/#study-locations
appt only; for Sussex County residents,https://www.beebehealthcare.org/patients-visitors/screening-testing-treatment-beebe
no referral needed,https://christianacare.org/coronavirus-testing#no/
no referral needed,https://christianacare.org/coronavirus-testing#no/
,
,https://coronavirus.delaware.gov/testing-events/map/?tribe__ecp_custom_5=Nasal
visit link for prescreen,
,
Appointment only – complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
,http://gocaredelaware.com/
,https://www.wilmington.va.gov/
anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call for pre-screen,https://myescambia.com/news/news-article/2020/04/24/escambia-county-covid-19-update-68
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call for appt,https://www.chcpinellas.org/news-links/coronavirus-updates/covid-19-testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
symptomatic; call for prescreen/appt,https://www.chcfl.org/community-health-centers-covid-19-update/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.carespot.com/locations/florida/south-florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/
appt only,https://www.chisouthfl.org/
register here AdventHealthCoronaVirusTesting.com,https://www.adventhealth.com/hospital/adventhealth-waterman/news/adventhealth-expands-covid-19-drive-testing-lake-county
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
frontline workers prioritized,https://www.news-journalonline.com/news/20200417/coronavirus-tests-available-for-volusia-essential-workers-who-get-preferred-place-in-line
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call for appt,https://www.wpbf.com/article/will-dependents-receive-stimulus-checks/32056633
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
frontline workers prioritized,https://www.news-journalonline.com/news/20200417/coronavirus-tests-available-for-volusia-essential-workers-who-get-preferred-place-in-line
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call for appt,https://www.fortlauderdale.gov/Home/Components/News/News/4174/16
,https://www.mymdnow.com/covid-19/coronavirus/
anyone with symptoms; must wear a face mask; call for appointment,https://www.broward.org/CoronaVirus/Pages/Collection-Sites.aspx
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
referral,https://www.leehealth.org/our-services/lab-services/coronavirus-covid-19-mobile-collection-site
,https://corporate.walmart.com/covid19testing
symptomatic; call for prescreen/appt,https://www.chcfl.org/community-health-centers-covid-19-update/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.mymdnow.com/covid-19/coronavirus/
https://cvtesting.larkinhospital.com/en/,https://carbonhealth.com/coronavirus/covid-19-testing-centers/Florida/Hialeah
Any age with symptoms; Healthcare workers,http://miamidade.floridahealth.gov/important-information/_documents/2020-04-23-mdc-comtestingsites.pdf
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
symptomatic; call for prescreen/appt,https://www.chcfl.org/community-health-centers-covid-19-update/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.crucialcare.com/covid-19
,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Key Biscayne resident; Register online,http://miamidade.floridahealth.gov/important-information/_documents/2020-04-23-mdc-comtestingsites.pdf
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.miaminewtimes.com/news/miami-drive-thru-coronavirus-testing-where-to-get-tested-for-covid-19-11605465
register here AdventHealthCoronaVirusTesting.com,https://www.adventhealth.com/hospital/adventhealth-waterman/news/adventhealth-expands-covid-19-drive-testing-lake-county
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
Appointment only – complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://mylrh.org/respiratorycarecenter/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call for appt,https://www.browardhealth.org/pages/coronavirus
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
register here AdventHealthCoronaVirusTesting.com,https://www.adventhealth.com/hospital/adventhealth-waterman/news/adventhealth-expands-covid-19-drive-testing-lake-county
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.local10.com/news/local/2020/03/20/map-shows-drive-through-testing-locations-in-florida/
,https://www.mymdnow.com/covid-19/coronavirus/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call for pre-screen if symptomatic,http://brevard.floridahealth.gov/locations/index.html
"First responders, anyone with minimal symptoms of a cough, anyone over age 45 with one chronic illness, anyone over the age of 60; Patients will have to be pre-screened and pre-register",https://www.omnihealthcare.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call or email covid@omnihealthcare.com,http://omnifamilyhealth.org/coronavirus-covid-19/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Must be symptomatic and >65,https://www.miamidade.gov/releases/2020-03-25-mayor-marlins-site.asp
,https://www.miamigov.com/Notices/News-Media/Drive-Through-Testing-at-Hadley-Park-Open-to-Asymptomatic-Residents
,https://www.mymdnow.com/covid-19/coronavirus/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://medriteurgentcare.com/miami-beach/
Must call ahead,http://mbchc.org/
Must call ahead,http://mbchc.org/
Any age but only those pre approved by a doctor,http://miamidade.floridahealth.gov/important-information/_documents/2020-04-23-mdc-comtestingsites.pdf
Must be symptomatic and >65,https://www.miamidade.gov/global/initiatives/coronavirus/testing-locations.page
,https://midlandchs.org/2019-novel-coronavirus-information/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
"Miami Dade resident of any age; Symptomatic, Anyone who believes they have been in close contact with an individual who tested positive, even if they are not currently experiencing symptoms",http://miamidade.floridahealth.gov/important-information/_documents/2020-04-23-mdc-comtestingsites.pdf
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Appointment only – complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
symptomatic; call for prescreen/appt,https://www.chcfl.org/community-health-centers-covid-19-update/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/
appt,https://floridadisaster.org/covid19/testing-sites/
appt,https://floridadisaster.org/covid19/testing-sites/
appt,https://www.floridadisaster.org/covid19/testing-sites/
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/
call for appt,https://www.ucf.edu/coronavirus/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://floridadisaster.org/covid19/testing-sites/
,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://corporate.walmart.com/covid19testing
,https://corporate.walmart.com/covid19testing
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.mymdnow.com/covid-19/coronavirus/
call for prescreen - first responders/healthcare workers,https://www.news-journalonline.com/news/20200413/coronavirus-1st-flagler--drive-thru-testing-site-to-open-to-responders-health-workers
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Anyone with symptoms,http://miamidade.floridahealth.gov/important-information/_documents/2020-04-23-mdc-comtestingsites.pdf
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
"HCPs, recent travel abroad, and >65",https://www.mhs.net/patients-visitors/coronavirus-disease/testing-for-coronavirus
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.pnj.com/story/news/2020/04/30/coronavirus-state-drive-thru-coronavirus-testing-site-open-uwf-saturday/3055664001/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.mymdnow.com/covid-19/coronavirus/
call for appt,https://www.chcpinellas.org/news-links/coronavirus-updates/covid-19-testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call to register,https://www.hillsboroughcounty.org/en/residents/public-safety/emergency-management/stay-safe/getting-tested
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Appointment only – complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
,https://www.fafp.org/covid-19-testing-sites
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.broward.org/CoronaVirus/Pages/Collection-Sites.aspx
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://baycare.org/coronavirus/covid-19-testing-centers
,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
symptomatic; call for prescreen/appt,https://www.chcfl.org/community-health-centers-covid-19-update/
,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call to register,https://www.hillsboroughcounty.org/en/residents/public-safety/emergency-management/stay-safe/getting-tested
,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
register here AdventHealthCoronaVirusTesting.com,https://www.adventhealth.com/hospital/adventhealth-waterman/news/adventhealth-expands-covid-19-drive-testing-lake-county
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
referral,http://sarasota.floridahealth.gov/events/2020/03/testing-info-for-medpros.html
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call for appt,https://www.chcpinellas.org/news-links/coronavirus-updates/covid-19-testing
,https://baycare.org/coronavirus/covid-19-testing-centers
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call ahead,https://www.langleymedicalcenter.com/
,https://corporate.walmart.com/covid19testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.tmh.org/coronavirus/testing
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call to register,https://www.hillsboroughcounty.org/en/residents/public-safety/emergency-management/stay-safe/getting-tested
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Appointment only – complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://ufhealthcovid.com/
call for pre-screen if symptomatic,http://brevard.floridahealth.gov/newsroom/2020/05/expanded-covid-19-testing-locations.html
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call for pre-screen; must meet testing criteria - https://s33330.pcdn.co/wp-content/uploads/2020/03/Clinical_Guidance_Chart_3-15-20_Final-1.pdf,https://www.indianrivermedicalcenter.com/new-coronavirus-covid-19-updates/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call for pre-screen if symptomatic,https://www.floridatoday.com/story/news/2020/04/08/coronavirus-brevard-county-testing-fdoh-expands-drive-thru-test-requirements/2967909001/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/
call first for pre-screen,
"call for screening; first responders, healthcare workers, and over 65 prioritized",https://foundcare.org/news/224-foundcare-sets-up-county-s-first-free-drive-through-testing-site-for-covid-19-virus
,https://www.mymdnow.com/covid-19/coronavirus/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Appt only,https://www.broward.org/CoronaVirus/Pages/Collection-Sites.aspx
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
appt,https://www.floridadisaster.org/covid19/testing-sites/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Anyone with symptoms; Must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
coronavirus.dc.gov/register,https://coronavirus.dc.gov/testing
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Appt only,https://www.browardhealth.org/news/news-articles/040820-central-broward-covid-testing-site
call for screening,https://www.cbs46.com/news/new-drive-thru-covid-19-testing-locations-opening-in-atlanta-today/article_6d21281c-856b-11ea-b6f3-5b77b43d5456.html
pre register on site,https://www.peachtreemed.com/reg2/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
,https://gema.georgia.gov/covid-19-testing-info
pre register on site,https://www.peachtreemed.com/reg2/
,http://www.napc.md/coronavirus-update.php
,https://www.lifehope.com/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
pre register on site,https://www.peachtreemed.com/reg2/
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
call to register,https://www.emoryhealthcare.org/covid/symptom-checker.html
,https://www.urgentcare247atlanta.com/
,https://www.hucfm.com/
call for screening,https://www.fultoncountyga.gov/covid-19/covid-testing-sites
call for screening,https://www.fultoncountyga.gov/covid-19/covid-testing-sites
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
telemedicine pre-screen,https://allcarefamilymed.com/coronavirus
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
